2019-11-20 16:02:04,009 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-48] Running method:getBusList
2019-11-20 16:02:04,026 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-48] Running method:findAll
2019-11-20 16:03:12,860 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-1] Running method:getBusList
2019-11-20 16:03:12,879 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-1] Running method:findAll
2019-11-20 16:03:24,217 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-4] Running method:getBusList
2019-11-20 16:03:24,236 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-4] Running method:findAll
2019-11-20 16:03:25,452 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-4] Finished method:findAll
2019-11-20 16:03:25,454 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-4] Finished method:getBusList
2019-11-20 16:03:30,513 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-5] Running method:getBusList
2019-11-20 16:03:30,515 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-5] Running method:findAll
2019-11-20 16:03:35,478 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-7] Running method:getGarageList
2019-11-20 16:03:35,486 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-7] Running method:findAll
2019-11-20 16:03:36,218 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-7] Finished method:findAll
2019-11-20 16:03:36,218 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-7] Finished method:getGarageList
2019-11-20 16:03:44,159 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-8] Running method:getTownList
2019-11-20 16:03:44,166 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-8] Running method:findAll
2019-11-20 16:03:44,969 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-8] Finished method:findAll
2019-11-20 16:03:44,972 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-8] Finished method:getTownList
2019-11-20 16:03:48,948 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-9] Running method:getStageList
2019-11-20 16:03:49,014 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-9] Running method:findAll
2019-11-20 16:06:10,803 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-9] Running method:getStageList
2019-11-20 16:06:10,825 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-9] Running method:findAll
2019-11-20 16:06:59,041 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-11] Running method:getBusList
2019-11-20 16:06:59,060 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-11] Running method:findAll
2019-11-20 16:09:06,228 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-2] Running method:getDriverList
2019-11-20 16:09:06,247 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-2] Running method:findAll
2019-11-20 16:10:52,656 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-2] Running method:getDriverList
2019-11-20 16:10:52,674 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-2] Running method:findAll
2019-11-20 16:10:59,316 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-13] Running method:getBusList
2019-11-20 16:10:59,329 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-13] Running method:findAll
2019-11-20 16:11:00,217 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-13] Finished method:findAll
2019-11-20 16:11:01,102 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-13] Finished method:getBusList
2019-11-20 16:11:08,809 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-6] Running method:getStageList
2019-11-20 16:11:09,300 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-6] Running method:findAll
2019-11-20 16:14:42,032 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-12] Running method:getStageList
2019-11-20 16:14:42,032 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-12] Running method:findAll
2019-11-20 16:14:47,084 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-14] Running method:getTownList
2019-11-20 16:14:47,095 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-14] Running method:findAll
2019-11-20 16:14:47,817 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-14] Finished method:findAll
2019-11-20 16:14:47,817 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-14] Finished method:getTownList
2019-11-20 16:14:58,306 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-15] Running method:getDriverList
2019-11-20 16:14:58,381 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-15] Running method:findAll
2019-11-20 16:17:06,184 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-16] Running method:getDriverList
